keyword	elle_prop_spon	elle_prop_unspon	elle_spon_factor	cosmo_prop_spon	cosmo_prop_unspon	cosmo_spon_factor	seventeen_prop_spon	seventeen_prop_unspon	seventeen_spon_factor	all_prop_spon	all_prop_unspon	all_spon_factor
easy	0.03389830508474576	0.012364181341326339	2.741653826399589	0.03546099290780142	0.01813647698934482	1.955230496453901	0.058823529411764705	0.01630012936610608	3.6087768440709618	0.03870967741935484	0.015351843690318789	2.5215002315172095
perfect	0.05084745762711865	0.016485575121768452	3.084360554699538	0.04609929078014184	0.024484243935615508	1.882814552140793	0.08823529411764706	0.02483829236739974	3.5523897058823533	0.054838709677419356	0.021448508887909504	2.556760936809545
you	0.3432203389830508	0.19014612214312476	1.805034649745345	0.5106382978723404	0.32418952618453867	1.5751227495908344	0.4117647058823529	0.24579560155239327	1.6752321981424148	0.4306451612903226	0.24937564272072865	1.726893439118248
